419,172,469,172,469,191,419,191
474,174,540,174,540,193,474,193
545,174,598,174,598,195,545,195
600,174,668,174,668,195,600,195
289,199,338,202,337,220,288,218
339,200,376,200,376,220,339,220
382,201,436,206,435,225,380,220
439,204,465,204,465,222,439,222
469,204,506,204,506,223,469,223
508,205,548,208,547,226,507,223
549,206,610,210,609,229,548,225
613,209,648,209,648,227,613,227
652,211,661,211,661,227,652,227
702,209,728,209,728,227,702,227
659,211,698,211,698,229,659,229
730,211,758,211,758,229,730,229
762,211,798,211,798,231,762,231
417,234,531,234,531,254,417,254
545,236,670,240,669,259,545,256
428,311,479,311,479,332,428,332
538,311,588,311,588,335,538,335
485,312,534,312,534,332,485,332
591,312,662,312,662,337,591,337
279,346,312,346,312,369,279,369
314,348,419,350,419,372,314,369
639,359,696,359,696,382,639,382
700,359,753,359,753,378,700,378
758,360,805,360,805,380,758,380
273,433,305,433,305,456,273,456
487,441,534,444,532,464,485,461
536,442,572,442,572,469,536,469
767,442,810,442,810,469,767,469
693,446,764,446,764,469,693,469
272,473,338,475,337,501,271,499
387,479,442,479,442,502,387,502
448,479,567,482,566,509,447,506
343,481,382,481,382,506,343,506
572,485,616,485,616,510,572,510
623,480,672,492,665,520,617,508
270,517,284,517,284,536,270,536
494,524,511,524,511,545,494,545
510,524,565,524,565,549,510,549
732,524,817,524,817,550,732,550
266,559,334,559,334,584,266,584
385,563,424,563,424,588,385,588
341,565,380,565,380,591,341,591
428,565,474,565,474,588,428,588
479,566,527,566,527,597,479,597
266,602,280,602,280,623,266,623
494,607,565,607,565,634,494,634
735,607,822,607,822,634,735,634
264,647,368,650,367,677,264,674
374,647,457,655,453,685,370,676
483,652,629,652,629,682,483,682
657,654,757,654,757,680,657,680
462,655,478,655,478,675,462,675
264,693,295,693,295,719,264,719
494,696,518,696,518,721,494,721
739,696,828,696,828,725,739,725
515,698,565,698,565,723,515,723
259,736,354,739,353,774,258,771
355,739,405,739,405,769,355,769
410,742,474,742,474,769,410,769
481,742,513,742,513,769,481,769
485,787,527,787,527,814,485,814
522,787,572,787,572,814,522,814
741,789,785,789,785,817,741,817
780,789,833,789,833,815,780,815
311,831,359,831,359,862,311,862
257,835,307,835,307,863,257,863
359,835,415,835,415,863,359,863
423,835,470,835,470,863,423,863
478,835,556,835,556,862,478,862
255,881,270,881,270,906,255,906
492,883,510,883,510,906,492,906
515,883,566,883,566,908,515,908
785,883,837,883,837,910,785,910
748,885,783,885,783,911,748,911
254,933,289,933,289,959,254,959
303,927,386,937,382,968,299,959
391,931,461,938,458,968,388,961
465,929,540,937,537,968,462,960
666,966,687,966,687,1005,666,1005
250,979,284,979,284,1009,250,1009
492,981,566,981,566,1011,492,1011
750,982,844,982,844,1013,750,1013
463,1027,534,1027,534,1061,463,1061
247,1030,287,1030,287,1061,247,1061
295,1027,383,1036,379,1069,292,1060
386,1033,460,1038,458,1069,384,1064
247,1080,280,1080,280,1109,247,1109
487,1080,566,1077,568,1110,489,1113
753,1080,849,1080,849,1112,753,1112
319,1135,375,1135,375,1171,319,1171
241,1134,321,1144,316,1180,236,1170
380,1134,451,1145,446,1180,374,1170
739,1142,856,1142,856,1173,739,1173
741,1214,862,1219,859,1293,737,1288
351,1235,408,1235,408,1263,351,1263
448,1240,499,1233,502,1264,452,1270
501,1235,584,1235,584,1263,501,1263
696,1235,744,1235,744,1269,696,1269
590,1238,645,1238,645,1267,590,1267
645,1237,696,1237,696,1270,645,1270
412,1244,446,1244,446,1261,412,1261
