186,160,276,165,274,188,185,184
278,163,357,168,356,192,277,187
360,166,415,166,415,190,360,190
416,166,508,169,508,192,416,189
511,166,566,166,566,191,511,191
571,168,616,168,616,190,571,190
272,206,319,209,318,230,270,228
321,211,365,211,365,231,321,231
378,208,451,213,449,237,377,232
451,212,502,215,501,236,450,233
236,306,338,306,338,341,236,341
346,308,418,308,418,343,346,343
426,309,523,311,523,345,426,343
141,356,243,356,243,376,141,376
413,361,593,361,593,381,413,381
180,406,210,406,210,426,180,426
213,403,265,410,262,431,211,424
305,408,330,408,330,428,305,428
548,408,588,408,588,428,548,428
335,410,376,410,376,428,335,428
378,410,411,410,411,428,378,428
423,410,448,410,448,428,423,428
498,410,546,410,546,430,498,430
448,411,483,411,483,430,448,430
151,445,295,447,294,470,151,468
338,451,375,451,375,471,338,471
375,451,411,451,411,471,375,471
508,451,545,451,545,473,508,473
545,453,581,453,581,473,545,473
168,485,276,485,276,506,168,506
170,520,225,525,222,549,168,544
223,523,276,526,274,550,222,547
313,528,323,528,323,545,313,545
508,526,581,526,581,546,508,546
143,590,176,590,176,608,143,608
178,590,220,590,220,608,178,608
295,591,353,591,353,610,295,610
356,591,383,591,383,611,356,611
223,593,250,593,250,608,223,608
253,593,291,593,291,613,253,613
385,593,413,593,413,610,385,610
413,592,464,595,463,614,412,611
495,593,530,593,530,610,495,610
466,595,491,595,491,613,466,613
143,613,220,613,220,631,143,631
143,634,186,636,184,659,142,656
283,633,328,640,325,659,280,653
185,636,246,636,246,653,185,653
250,636,281,636,281,655,250,655
330,636,376,636,376,655,330,655
445,637,499,633,501,654,446,658
501,636,558,636,558,655,501,655
561,636,591,636,591,655,561,655
380,638,406,638,406,655,380,655
408,638,445,638,445,655,408,655
141,658,198,658,198,676,141,676
201,658,248,658,248,676,201,676
180,681,237,676,239,697,181,702
340,678,373,678,373,698,340,698
141,680,181,680,181,700,141,700
286,680,338,680,338,698,286,698
485,681,496,681,496,698,485,698
375,681,428,683,428,702,374,700
430,679,481,683,479,702,429,698
498,681,546,681,546,701,498,701
550,681,575,681,575,698,550,698
241,683,283,683,283,698,241,698
240,700,291,707,289,726,238,719
333,701,376,701,376,720,333,720
140,703,191,703,191,726,140,726
298,703,331,703,331,721,298,721
378,703,420,703,420,723,378,723
195,705,236,705,236,721,195,721
343,720,406,725,404,749,342,744
261,725,303,725,303,746,261,746
305,725,336,725,336,743,305,743
152,724,208,729,206,751,150,746
208,726,258,726,258,750,208,750
425,750,499,745,501,766,427,771
543,746,586,746,586,765,543,765
153,746,207,750,206,770,152,767
208,748,260,748,260,766,208,766
303,748,331,748,331,765,303,765
333,747,385,750,384,768,332,766
386,748,423,748,423,765,386,765
503,748,540,748,540,765,503,765
263,750,301,750,301,768,263,768
335,770,390,770,390,788,335,788
393,770,443,770,443,788,393,788
152,769,209,773,207,796,150,791
208,771,246,771,246,790,208,790
250,771,288,771,288,790,250,790
291,771,331,771,331,790,291,790
411,791,451,791,451,813,411,813
261,793,328,793,328,813,261,813
331,793,370,793,370,813,331,813
373,793,411,793,411,816,373,816
140,795,185,795,185,813,140,813
220,796,260,796,260,818,220,818
190,798,216,798,216,813,190,813
311,815,355,815,355,836,311,836
351,815,388,815,388,836,351,836
173,815,260,820,259,841,172,836
258,816,313,816,313,835,258,835
140,818,171,818,171,838,140,838
