945,710,1166,701,1168,752,947,761
863,713,936,713,936,763,863,763
1343,760,1426,760,1426,803,1343,803
1433,760,1466,760,1466,796,1433,796
1113,764,1215,769,1213,817,1111,812
1223,766,1336,766,1336,806,1223,806
943,773,1106,773,1106,820,943,820
836,780,920,780,920,823,836,823
733,781,832,785,829,831,731,826
566,790,620,790,620,830,566,830
623,790,723,790,723,836,623,836
1146,816,1250,816,1250,860,1146,860
1006,820,1066,820,1066,866,1006,866
1070,820,1140,820,1140,863,1070,863
940,823,1000,823,1000,866,940,866
893,826,926,826,926,866,893,866
780,830,890,830,890,873,780,873
1018,877,1272,869,1274,916,1020,924
755,886,1016,879,1017,926,756,933
1191,980,1365,973,1368,1043,1194,1049
676,993,803,993,803,1060,676,1060
965,996,1179,990,1181,1048,967,1054
820,996,953,996,953,1056,820,1056
1073,1086,1200,1086,1200,1136,1073,1136
920,1090,1066,1090,1066,1140,920,1140
840,1093,910,1093,910,1143,840,1143
1440,1200,1543,1200,1543,1246,1440,1246
1306,1203,1433,1203,1433,1246,1306,1246
1180,1206,1296,1206,1296,1256,1180,1256
1096,1210,1176,1210,1176,1253,1096,1253
646,1216,740,1216,740,1260,646,1260
746,1216,836,1216,836,1260,746,1260
513,1220,643,1220,643,1263,513,1263
1420,1260,1543,1260,1543,1303,1420,1303
1280,1263,1356,1263,1356,1306,1280,1306
1356,1263,1413,1263,1413,1303,1356,1303
806,1270,1040,1270,1040,1316,806,1316
685,1276,802,1272,804,1316,686,1320
513,1280,590,1280,590,1323,513,1323
593,1280,676,1280,676,1320,593,1320
1463,1376,1543,1376,1543,1420,1463,1420
1326,1380,1460,1380,1460,1423,1326,1423
1170,1383,1296,1383,1296,1426,1170,1426
604,1388,713,1398,709,1445,599,1435
516,1396,600,1396,600,1440,516,1440
1412,1446,1552,1442,1554,1491,1413,1495
816,1453,933,1453,933,1500,816,1500
936,1453,1056,1453,1056,1503,936,1503
692,1458,812,1453,814,1499,694,1504
600,1460,686,1460,686,1506,600,1506
513,1463,593,1463,593,1510,513,1510
1416,1580,1560,1580,1560,1626,1416,1626
716,1590,763,1590,763,1643,716,1643
603,1590,715,1595,712,1644,601,1639
506,1596,600,1596,600,1640,506,1640
1305,1710,1509,1704,1511,1770,1307,1775
1523,1710,1563,1710,1563,1773,1523,1773
740,1715,912,1706,915,1773,744,1781
505,1726,726,1720,728,1779,507,1785
1393,1786,1530,1786,1530,1836,1393,1836
1533,1786,1563,1786,1563,1833,1533,1833
506,1803,600,1803,600,1853,506,1853
610,1803,696,1803,696,1853,610,1853
1220,2040,1303,2040,1303,2090,1220,2090
1306,2040,1366,2040,1366,2086,1306,2086
1133,2043,1216,2043,1216,2090,1133,2090
696,2046,790,2046,790,2093,696,2093
940,2046,1073,2046,1073,2090,940,2090
1076,2046,1126,2046,1126,2083,1076,2083
856,2050,936,2050,936,2096,856,2096
793,2053,850,2053,850,2090,793,2090
980,2100,1036,2100,1036,2143,980,2143
1040,2100,1210,2100,1210,2140,1040,2140
873,2103,973,2103,973,2143,873,2143
1046,2150,1253,2150,1253,2193,1046,2193
833,2153,920,2153,920,2200,833,2200
923,2153,1040,2153,1040,2193,923,2193
