1412,89,1522,89,1522,136,1412,136
1531,94,1679,87,1681,134,1533,141
1257,96,1401,89,1403,141,1260,148
1353,164,1595,156,1596,192,1354,200
1601,162,1680,162,1680,189,1601,189
1254,173,1349,173,1349,199,1254,199
1764,204,1837,204,1837,236,1764,236
1554,206,1645,213,1643,248,1551,241
1653,210,1758,210,1758,241,1653,241
1055,215,1181,215,1181,252,1055,252
1275,215,1386,215,1386,252,1275,252
1396,215,1543,215,1543,252,1396,252
1186,220,1270,220,1270,252,1186,252
1848,236,1921,236,1921,273,1848,273
1601,241,1653,241,1653,278,1601,278
1737,241,1837,241,1837,278,1737,278
1522,246,1596,246,1596,283,1522,283
1664,246,1732,246,1732,278,1664,278
1023,252,1139,252,1139,288,1023,288
1140,258,1216,248,1221,287,1145,296
1223,252,1296,252,1296,288,1223,288
1401,252,1517,252,1517,283,1401,283
1302,257,1391,257,1391,288,1302,288
1422,288,1512,288,1512,320,1422,320
1575,367,1722,367,1722,420,1575,420
1218,372,1370,372,1370,425,1218,425
1386,372,1564,372,1564,425,1386,425
1328,456,1648,456,1648,498,1328,498
987,456,1044,456,1044,504,987,504
1050,456,1123,456,1123,498,1050,498
1260,462,1328,462,1328,498,1260,498
1260,509,1464,509,1464,551,1260,551
1097,514,1170,514,1170,551,1097,551
1475,514,1580,514,1580,551,1475,551
992,519,1092,519,1092,556,992,556
987,561,1092,561,1092,609,987,609
1097,567,1191,567,1191,609,1097,609
1260,565,1372,573,1369,613,1257,605
1375,567,1475,567,1475,603,1375,603
1485,567,1548,567,1548,609,1485,609
1727,666,1863,666,1863,714,1727,714
1869,666,1958,666,1958,714,1869,714
1086,672,1149,672,1149,719,1086,719
1433,672,1512,672,1512,714,1433,714
1517,672,1601,672,1601,714,1517,714
1674,745,1790,745,1790,798,1674,798
1787,749,1894,741,1898,792,1791,800
1281,750,1449,750,1449,798,1281,798
1454,750,1543,750,1543,798,1454,798
1548,750,1669,750,1669,798,1548,798
987,756,1081,756,1081,803,987,803
1086,756,1139,756,1139,803,1086,803
1144,756,1275,756,1275,798,1144,798
987,803,1092,803,1092,850,987,850
1097,803,1202,803,1202,850,1097,850
1884,871,1958,871,1958,913,1884,913
1333,871,1464,871,1464,918,1333,918
1470,871,1522,871,1522,918,1470,918
1527,871,1606,871,1606,918,1527,918
1821,871,1879,871,1879,913,1821,913
1396,934,1480,934,1480,987,1396,987
1564,934,1632,934,1632,987,1564,987
1685,934,1785,934,1785,987,1685,987
987,939,1092,939,1092,992,987,992
1191,939,1281,939,1281,992,1191,992
1480,939,1559,939,1559,987,1480,987
1659,945,1690,945,1690,987,1659,987
1790,939,1879,939,1879,992,1790,992
1097,945,1186,945,1186,992,1097,992
1286,945,1391,945,1391,987,1286,987
1884,950,1916,950,1916,981,1884,981
992,997,1065,997,1065,1044,992,1044
1071,997,1160,997,1160,1044,1071,1044
1527,1060,1606,1060,1606,1107,1527,1107
1821,1060,1879,1060,1879,1107,1821,1107
1879,1060,1958,1060,1958,1107,1879,1107
1470,1065,1522,1065,1522,1107,1470,1107
1443,1128,1517,1128,1517,1181,1443,1181
992,1134,1092,1134,1092,1186,992,1186
1092,1134,1223,1134,1223,1181,1092,1181
1228,1134,1328,1134,1328,1181,1228,1181
1333,1134,1438,1134,1438,1181,1333,1181
1522,1134,1611,1134,1611,1181,1522,1181
1470,1202,1527,1202,1527,1249,1470,1249
1527,1202,1606,1202,1606,1249,1527,1249
1821,1202,1879,1202,1879,1249,1821,1249
1874,1202,1953,1202,1953,1244,1874,1244
1312,1207,1470,1207,1470,1254,1312,1254
997,1270,1128,1270,1128,1323,997,1323
1491,1270,1606,1270,1606,1323,1491,1323
1609,1274,1747,1268,1750,1317,1612,1324
1753,1270,1884,1270,1884,1317,1753,1317
1134,1275,1260,1275,1260,1328,1134,1328
1260,1275,1354,1275,1354,1323,1260,1323
1359,1275,1485,1275,1485,1323,1359,1323
992,1323,1086,1323,1086,1375,992,1375
1097,1333,1123,1333,1123,1370,1097,1370
1816,1391,1879,1391,1879,1438,1816,1438
1874,1391,1953,1391,1953,1438,1874,1438
1338,1396,1470,1396,1470,1443,1338,1443
1475,1396,1527,1396,1527,1438,1475,1438
1533,1401,1606,1401,1606,1438,1533,1438
997,1459,1092,1459,1092,1512,997,1512
1438,1459,1559,1459,1559,1506,1438,1506
1097,1464,1197,1464,1197,1512,1097,1512
1202,1464,1312,1464,1312,1506,1202,1506
1317,1464,1433,1464,1433,1512,1317,1512
1842,1527,1953,1527,1953,1575,1842,1575
1081,1538,1118,1538,1118,1580,1081,1580
1113,1533,1186,1533,1186,1580,1113,1580
1344,1533,1475,1533,1475,1580,1344,1580
1475,1533,1533,1533,1533,1580,1475,1580
1533,1533,1606,1533,1606,1580,1533,1580
1002,1596,1060,1596,1060,1648,1002,1648
1065,1596,1181,1596,1181,1648,1065,1648
1202,1601,1323,1601,1323,1648,1202,1648
1328,1601,1496,1601,1496,1653,1328,1653
1874,1664,1947,1664,1947,1711,1874,1711
1086,1674,1118,1674,1118,1716,1086,1716
1113,1669,1191,1669,1191,1716,1113,1716
1344,1669,1475,1669,1475,1716,1344,1716
1475,1669,1527,1669,1527,1716,1475,1716
1533,1669,1601,1669,1601,1716,1533,1716
1848,1674,1884,1674,1884,1711,1848,1711
1407,1732,1470,1732,1470,1779,1407,1779
1008,1737,1160,1737,1160,1785,1008,1785
1155,1737,1275,1737,1275,1785,1155,1785
1281,1737,1401,1737,1401,1785,1281,1785
1842,1806,1874,1806,1874,1848,1842,1848
1863,1806,1953,1806,1953,1848,1863,1848
1081,1806,1197,1806,1197,1853,1081,1853
1480,1806,1527,1806,1527,1848,1480,1848
1533,1806,1606,1806,1606,1848,1533,1848
1076,1869,1186,1869,1186,1916,1076,1916
1191,1869,1307,1869,1307,1916,1191,1916
1307,1869,1512,1869,1512,1921,1307,1921
1008,1874,1071,1874,1071,1916,1008,1916
1480,1937,1606,1937,1606,1984,1480,1984
1842,1942,1874,1942,1874,1979,1842,1979
1874,1937,1947,1937,1947,1979,1874,1979
1086,1942,1191,1942,1191,1984,1086,1984
1013,2005,1107,2005,1107,2052,1013,2052
1113,2005,1233,2005,1233,2052,1113,2052
1821,2068,1884,2068,1884,2115,1821,2115
1874,2068,1953,2068,1953,2115,1874,2115
1086,2073,1197,2073,1197,2121,1086,2121
1480,2073,1533,2073,1533,2115,1480,2115
1538,2079,1611,2079,1611,2115,1538,2115
1010,2140,1149,2133,1151,2183,1013,2190
1149,2136,1270,2136,1270,2189,1149,2189
1275,2136,1396,2136,1396,2184,1275,2184
1396,2136,1538,2136,1538,2184,1396,2184
1538,2136,1627,2136,1627,2184,1538,2184
1632,2136,1890,2136,1890,2184,1632,2184
1879,2199,1953,2199,1953,2247,1879,2247
1485,2205,1533,2205,1533,2252,1485,2252
1533,2205,1611,2205,1611,2252,1533,2252
1821,2205,1874,2205,1874,2247,1821,2247
1317,2268,1470,2268,1470,2320,1317,2320
1475,2268,1569,2268,1569,2315,1475,2315
1575,2268,1674,2268,1674,2315,1575,2315
1680,2264,1788,2271,1784,2321,1677,2315
1790,2268,1926,2268,1926,2315,1790,2315
1197,2273,1312,2273,1312,2320,1197,2320
1013,2278,1092,2278,1092,2320,1013,2320
1097,2283,1191,2283,1191,2320,1097,2320
1349,2341,1480,2341,1480,2388,1349,2388
1485,2341,1533,2341,1533,2383,1485,2383
1538,2341,1611,2341,1611,2383,1538,2383
1832,2346,1958,2346,1958,2383,1832,2383
1324,2429,1428,2442,1421,2496,1317,2483
1422,2436,1501,2436,1501,2488,1422,2488
1502,2437,1615,2446,1611,2496,1498,2487
1806,2462,1879,2462,1879,2509,1806,2509
1879,2467,1963,2467,1963,2509,1879,2509
1191,2494,1269,2485,1275,2534,1197,2543
1349,2488,1438,2488,1438,2541,1349,2541
1438,2488,1533,2488,1533,2541,1438,2541
1275,2499,1349,2499,1349,2535,1275,2535
1538,2493,1611,2493,1611,2541,1538,2541
1396,2546,1480,2546,1480,2593,1396,2593
1806,2546,1879,2546,1879,2593,1806,2593
1884,2546,1963,2546,1963,2593,1884,2593
1485,2556,1533,2556,1533,2593,1485,2593
1533,2551,1611,2551,1611,2593,1533,2593
1333,2604,1475,2604,1475,2656,1333,2656
1480,2604,1601,2604,1601,2656,1480,2656
1365,2661,1443,2661,1443,2714,1365,2714
1449,2667,1522,2667,1522,2703,1449,2703
1522,2661,1617,2661,1617,2709,1522,2709
1480,2730,1569,2730,1569,2787,1480,2787
1569,2730,1659,2730,1659,2777,1569,2777
1664,2730,1795,2730,1795,2782,1664,2782
1170,2735,1260,2735,1260,2782,1170,2782
1270,2740,1344,2740,1344,2777,1270,2777
1344,2735,1396,2735,1396,2777,1344,2777
1407,2740,1480,2740,1480,2777,1407,2777
1155,3024,1254,3024,1254,3081,1155,3081
1260,3024,1323,3024,1323,3076,1260,3076
1404,3028,1542,3021,1545,3076,1407,3082
1323,3029,1401,3029,1401,3081,1323,3081
1548,3029,1622,3029,1622,3076,1548,3076
1617,3029,1716,3029,1716,3076,1617,3076
1722,3029,1816,3029,1816,3076,1722,3076
1060,3129,1139,3129,1139,3176,1060,3176
1186,3129,1291,3129,1291,3176,1186,3176
1291,3129,1375,3129,1375,3176,1291,3176
1380,3129,1485,3129,1485,3176,1380,3176
1491,3129,1554,3129,1554,3181,1491,3181
1554,3129,1643,3129,1643,3176,1554,3176
1149,3139,1186,3139,1186,3181,1149,3181
1643,3134,1722,3134,1722,3181,1643,3181
1732,3139,1811,3139,1811,3176,1732,3176
1811,3132,1919,3140,1915,3188,1807,3180
1013,3181,1113,3181,1113,3234,1013,3234
1123,3181,1207,3181,1207,3234,1123,3234
1212,3181,1333,3181,1333,3228,1212,3228
1396,3181,1491,3181,1491,3286,1396,3286
1491,3181,1564,3181,1564,3228,1491,3228
1800,3181,1853,3181,1853,3228,1800,3228
1338,3192,1396,3192,1396,3228,1338,3228
1564,3186,1622,3186,1622,3234,1564,3234
1622,3186,1690,3186,1690,3228,1622,3228
1695,3186,1795,3186,1795,3239,1695,3239
1863,3192,1968,3192,1968,3234,1863,3234
1023,3228,1076,3228,1076,3276,1023,3276
1081,3234,1144,3234,1144,3281,1081,3281
1155,3234,1239,3234,1239,3286,1155,3286
1244,3234,1365,3234,1365,3281,1244,3281
1365,3234,1417,3234,1417,3281,1365,3281
1491,3234,1533,3234,1533,3281,1491,3281
1538,3234,1611,3234,1611,3281,1538,3281
1695,3234,1774,3234,1774,3281,1695,3281
1779,3234,1863,3234,1863,3281,1779,3281
1869,3234,1953,3234,1953,3281,1869,3281
1622,3249,1695,3249,1695,3286,1622,3286
1071,3286,1123,3286,1123,3333,1071,3333
1128,3284,1231,3291,1227,3340,1125,3333
1233,3286,1317,3286,1317,3333,1233,3333
1323,3286,1543,3286,1543,3338,1323,3338
1543,3286,1800,3286,1800,3333,1543,3333
1806,3291,1895,3291,1895,3333,1806,3333
1018,3386,1102,3386,1102,3438,1018,3438
1102,3386,1223,3386,1223,3433,1102,3433
1538,3386,1606,3386,1606,3438,1538,3438
1611,3386,1732,3386,1732,3438,1611,3438
1832,3386,1963,3386,1963,3438,1832,3438
1233,3396,1291,3396,1291,3433,1233,3433
1292,3386,1385,3397,1379,3447,1286,3435
1475,3391,1538,3391,1538,3438,1475,3438
1732,3391,1832,3391,1832,3438,1732,3438
1386,3402,1470,3402,1470,3438,1386,3438
1113,3434,1216,3442,1212,3493,1109,3484
1218,3437,1330,3444,1327,3494,1215,3487
1428,3438,1501,3438,1501,3491,1428,3491
1328,3444,1428,3444,1428,3491,1328,3491
1496,3444,1554,3444,1554,3491,1496,3491
1554,3444,1638,3444,1638,3491,1554,3491
1638,3444,1743,3444,1743,3496,1638,3496
1748,3444,1842,3444,1842,3491,1748,3491
1155,3496,1223,3496,1223,3533,1155,3533
1223,3491,1312,3491,1312,3538,1223,3538
1454,3491,1580,3491,1580,3538,1454,3538
1317,3501,1375,3501,1375,3538,1317,3538
1375,3496,1454,3496,1454,3543,1375,3543
1590,3496,1680,3496,1680,3543,1590,3543
1680,3496,1758,3496,1758,3549,1680,3549
1758,3496,1827,3496,1827,3543,1758,3543
1015,3587,1128,3602,1121,3652,1009,3637
1207,3596,1296,3596,1296,3643,1207,3643
1302,3596,1401,3596,1401,3648,1302,3648
1407,3596,1480,3596,1480,3643,1407,3643
