287,279,404,285,403,307,285,300
412,285,479,288,478,308,411,305
261,309,304,318,299,339,257,330
302,316,334,316,334,336,302,336
338,318,377,318,377,337,338,337
381,319,414,321,413,340,380,338
417,321,450,321,450,340,417,340
452,321,498,325,497,343,451,339
144,340,166,340,166,354,144,354
252,384,308,386,307,416,251,414
314,390,372,392,371,419,313,417
378,393,432,393,432,421,378,421
436,396,509,396,509,424,436,424
150,422,188,422,188,441,150,441
192,420,246,428,243,449,189,441
273,428,298,428,298,446,273,446
321,430,364,430,364,449,321,449
395,432,435,434,434,453,393,451
437,436,466,436,466,457,437,457
489,436,548,438,547,456,488,454
550,438,588,438,588,457,550,457
142,452,296,458,295,479,141,473
297,460,336,460,336,480,297,480
338,462,386,462,386,481,338,481
389,464,422,464,422,482,389,482
424,465,457,465,457,484,424,484
460,466,489,466,489,486,460,486
490,468,526,468,526,488,490,488
530,468,557,468,557,485,530,485
306,490,344,490,344,505,306,505
424,493,442,493,442,513,424,513
440,494,476,494,476,513,440,513
550,497,568,497,568,516,550,516
565,497,602,497,602,516,565,516
138,519,233,521,233,542,138,539
233,522,293,522,293,542,233,542
296,525,320,525,320,544,296,544
323,522,372,528,370,549,321,543
373,526,410,526,410,545,373,545
420,528,456,528,456,549,420,549
458,529,485,529,485,548,458,548
305,556,342,556,342,570,305,570
413,557,442,557,442,578,413,578
440,558,476,558,476,577,440,577
541,559,572,562,570,582,539,578
568,561,604,561,604,580,568,580
136,587,290,589,290,610,135,607
294,590,318,590,318,609,294,609
321,592,372,592,372,610,321,610
374,593,464,593,464,612,374,612
467,592,504,596,502,617,464,612
505,594,533,594,533,613,505,613
302,622,340,622,340,637,302,637
412,624,477,624,477,645,412,645
541,625,606,625,606,648,541,648
133,655,278,656,278,677,133,675
280,657,316,657,316,677,280,677
316,658,353,658,353,680,316,680
400,660,465,660,465,680,400,680
468,661,481,661,481,678,468,678
484,661,521,661,521,684,484,684
524,661,552,661,552,681,524,681
354,662,396,662,396,677,354,677
301,690,338,690,338,705,301,705
401,688,444,693,442,714,399,709
440,692,477,692,477,710,440,710
532,693,574,693,574,714,532,714
570,693,608,693,608,713,570,713
122,725,175,731,172,757,119,751
176,732,206,732,206,753,176,753
120,755,175,761,172,788,117,782
175,761,227,767,224,789,173,783
536,766,580,766,580,788,536,788
576,766,614,766,614,785,576,785
121,793,165,793,165,813,121,813
236,793,273,793,273,814,236,814
169,794,232,794,232,814,169,814
358,800,402,800,402,818,358,818
537,801,580,801,580,821,537,821
576,801,614,801,614,820,576,820
122,828,154,828,154,848,122,848
157,829,184,829,184,849,157,849
186,830,212,830,212,849,186,849
214,830,266,830,266,849,214,849
573,833,610,833,610,850,573,850
534,834,576,834,576,853,534,853
146,868,172,868,172,886,146,886
176,869,212,869,212,888,176,888
214,869,402,870,402,890,214,889
461,869,602,868,602,887,461,889
405,870,458,870,458,893,405,893
308,901,342,901,342,916,308,916
345,902,398,899,399,916,347,920
402,901,441,901,441,917,402,917
194,915,225,917,225,929,194,927
230,918,268,918,268,929,230,929
301,920,322,920,322,929,301,929
328,919,362,922,361,932,327,929
273,921,296,921,296,929,273,929
366,920,400,920,400,932,366,932
404,920,426,920,426,932,404,932
468,920,524,920,524,933,468,933
430,921,464,921,464,933,430,933
