206,212,335,218,334,243,205,236
340,220,412,223,411,247,339,244
179,249,225,255,223,276,176,269
225,254,260,254,260,274,225,274
264,256,305,256,305,276,264,276
310,260,344,260,344,280,310,280
348,261,384,261,384,281,348,281
386,261,434,265,432,285,385,281
44,278,77,278,77,297,44,297
172,329,233,329,233,362,172,362
238,334,303,336,302,364,238,362
309,337,366,337,366,369,309,369
372,337,450,340,449,371,371,369
60,369,101,369,101,390,60,390
107,370,164,377,161,398,104,391
194,374,222,374,222,394,194,394
248,376,292,378,291,398,247,396
328,380,370,382,369,401,327,399
373,381,404,381,404,404,373,404
428,381,489,383,489,402,427,401
492,382,530,382,530,402,492,402
53,403,220,407,219,429,52,425
224,408,273,410,273,431,223,429
276,412,313,412,313,432,276,432
316,412,369,417,367,437,314,431
369,414,422,414,422,433,369,433
427,412,476,416,474,438,425,434
478,416,505,416,505,434,478,434
233,442,273,442,273,458,233,458
348,445,380,445,380,466,348,466
377,445,413,445,413,464,377,464
478,446,509,446,509,466,478,466
506,446,542,446,542,465,506,465
50,475,220,477,219,498,50,497
224,477,273,477,273,498,224,498
278,479,324,481,323,500,277,498
369,480,394,480,394,500,369,500
397,481,428,481,428,500,397,500
429,481,488,481,488,500,429,500
492,481,518,481,518,500,492,500
327,484,367,482,368,501,328,503
232,512,274,512,274,528,232,528
350,512,381,512,381,533,350,533
378,512,416,512,416,530,378,530
482,512,512,512,512,532,482,532
509,512,546,512,546,530,509,530
47,548,206,547,206,569,48,570
210,548,253,548,253,569,210,569
257,547,325,549,325,572,256,570
326,548,352,548,352,568,326,568
358,548,386,548,386,568,358,568
510,578,548,578,548,600,510,600
349,580,382,580,382,602,349,602
380,580,417,580,417,600,380,600
484,580,514,580,514,601,484,601
232,581,273,581,273,598,232,598
39,623,96,629,94,655,36,650
97,629,132,629,132,650,97,650
210,632,222,632,222,648,210,648
517,652,556,652,556,672,517,672
478,653,521,653,521,674,478,674
38,655,96,661,94,687,35,682
97,660,152,662,151,685,96,683
518,686,556,686,556,708,518,708
478,688,522,688,522,710,478,710
162,692,202,692,202,713,162,713
294,692,341,692,341,713,294,713
38,693,86,693,86,716,38,716
90,695,159,692,160,714,90,716
516,723,555,721,556,742,517,744
489,724,520,724,520,746,489,746
76,734,106,734,106,757,76,757
140,734,197,734,197,756,140,756
36,734,73,734,73,758,36,758
109,736,136,736,136,757,109,757
404,771,526,766,527,790,405,795
525,769,553,769,553,789,525,789
345,773,402,773,402,801,345,801
136,780,342,773,343,797,137,805
60,782,90,782,90,806,60,806
94,784,134,784,134,805,94,805
344,812,386,812,386,836,344,836
281,821,340,811,345,836,285,846
241,818,281,818,281,840,241,840
417,841,479,838,480,860,418,863
376,842,416,842,416,866,376,866
348,845,374,845,374,866,348,866
305,846,345,846,345,872,305,872
232,849,257,849,257,870,232,870
261,849,302,849,302,869,261,869
149,853,196,853,196,874,149,874
109,853,145,853,145,876,109,876
198,856,227,853,228,871,200,874
