1182,11,1339,31,1331,94,1174,74
1340,25,1477,48,1468,104,1331,81
1071,80,1326,105,1320,166,1065,141
1323,105,1386,105,1386,162,1323,162
1396,110,1480,110,1480,168,1396,168
1485,126,1575,126,1575,183,1485,183
1039,162,1113,162,1113,215,1039,215
1118,162,1170,162,1170,220,1118,220
1176,168,1291,168,1291,225,1176,225
1329,175,1589,200,1584,258,1323,233
882,229,1042,238,1039,297,879,288
1044,241,1139,241,1139,294,1044,294
1144,246,1239,246,1239,304,1144,304
1254,262,1291,262,1291,304,1254,304
1297,256,1421,281,1410,335,1287,310
1422,273,1554,273,1554,325,1422,325
1559,278,1648,278,1648,330,1559,330
1653,278,1737,278,1737,330,1653,330
1229,314,1421,333,1416,387,1223,368
1008,378,1097,378,1097,430,1008,430
1134,378,1218,378,1218,430,1134,430
1223,393,1239,393,1239,430,1223,430
1245,384,1400,398,1395,453,1240,440
955,451,1097,451,1097,498,955,498
1135,446,1515,476,1510,535,1130,505
1503,467,1611,460,1614,510,1506,517
1622,477,1669,477,1669,509,1622,509
908,511,1099,523,1096,572,905,560
1139,533,1256,541,1254,579,1137,571
1260,538,1518,547,1516,594,1258,585
1527,546,1617,546,1617,582,1527,582
1627,546,1680,546,1680,577,1627,577
1034,614,1249,614,1249,687,1034,687
1260,619,1428,619,1428,693,1260,693
1443,624,1596,624,1596,693,1443,693
887,777,945,777,945,813,887,813
1023,771,1081,771,1081,819,1023,819
1086,771,1186,771,1186,819,1086,819
1191,771,1275,771,1275,824,1191,824
1281,771,1370,771,1370,819,1281,819
1375,771,1517,771,1517,819,1375,819
950,777,1023,777,1023,829,950,829
1528,782,1646,793,1642,837,1524,826
1643,782,1753,782,1753,834,1643,834
813,829,960,829,960,887,813,887
1029,834,1097,834,1097,887,1029,887
1396,839,1648,839,1648,892,1396,892
1659,840,1806,840,1806,892,1659,892
813,908,918,908,918,955,813,955
934,908,1102,908,1102,966,934,966
1475,908,1543,908,1543,966,1475,966
1137,918,1401,910,1403,966,1139,974
1548,913,1659,913,1659,966,1548,966
1674,918,1800,918,1800,971,1674,971
803,992,897,992,897,1044,803,1044
1727,992,1842,992,1842,1065,1727,1065
966,999,1190,1019,1185,1073,961,1053
1386,1002,1475,1002,1475,1055,1386,1055
1548,1002,1716,1002,1716,1060,1548,1060
1265,1008,1375,1008,1375,1060,1265,1060
792,1081,976,1081,976,1139,792,1139
971,1086,1176,1086,1176,1144,971,1144
1370,1092,1590,1092,1590,1144,1370,1144
1212,1097,1365,1097,1365,1144,1212,1144
1596,1097,1638,1097,1638,1144,1596,1144
1644,1094,1741,1103,1735,1163,1638,1153
1737,1097,1842,1097,1842,1149,1737,1149
798,1155,892,1155,892,1202,798,1202
918,1165,950,1165,950,1207,918,1207
950,1160,997,1160,997,1202,950,1202
1333,1170,1422,1170,1422,1218,1333,1218
1641,1175,1773,1166,1776,1217,1644,1226
1302,1181,1338,1181,1338,1223,1302,1223
1428,1176,1485,1176,1485,1218,1428,1218
1779,1176,1837,1176,1837,1218,1779,1218
793,1218,1177,1231,1175,1288,791,1275
1207,1239,1590,1239,1590,1291,1207,1291
1645,1234,1742,1250,1733,1307,1636,1291
1743,1239,1842,1239,1842,1291,1743,1291
1596,1244,1638,1244,1638,1291,1596,1291
792,1296,887,1296,887,1344,792,1344
950,1302,992,1302,992,1344,950,1344
918,1307,945,1307,945,1344,918,1344
1359,1317,1422,1317,1422,1365,1359,1365
1428,1317,1485,1317,1485,1365,1428,1365
1643,1317,1774,1317,1774,1365,1643,1365
1291,1323,1365,1323,1365,1365,1291,1365
1779,1323,1837,1323,1837,1365,1779,1365
787,1362,1177,1373,1175,1430,786,1419
1207,1380,1296,1380,1296,1433,1207,1433
1349,1386,1438,1386,1438,1438,1349,1438
1428,1386,1554,1386,1554,1438,1428,1438
1748,1386,1837,1386,1837,1443,1748,1443
1302,1391,1344,1391,1344,1433,1302,1433
1564,1391,1653,1391,1653,1438,1564,1438
1659,1391,1737,1391,1737,1449,1659,1449
782,1438,887,1438,887,1491,782,1491
945,1449,992,1449,992,1491,945,1491
913,1454,945,1454,945,1496,913,1496
1328,1459,1422,1459,1422,1506,1328,1506
