161,406,262,408,261,452,160,450
309,443,349,440,350,457,310,459
153,456,171,456,171,471,153,471
336,458,351,458,351,475,336,475
115,460,133,460,133,475,115,475
135,460,151,460,151,473,135,473
318,461,336,461,336,478,318,478
295,463,318,463,318,480,295,480
270,466,295,466,295,481,270,481
251,468,270,468,270,483,251,483
228,471,241,471,241,485,228,485
135,475,158,475,158,491,135,491
115,478,135,478,135,493,115,493
300,482,354,477,356,493,301,499
141,495,170,495,170,510,141,510
116,496,140,496,140,511,116,511
247,541,298,538,299,554,248,557
216,543,250,543,250,560,216,560
178,548,211,545,212,561,180,563
290,565,331,565,331,583,290,583
251,570,283,570,283,586,251,586
238,571,253,571,253,586,238,586
201,573,231,573,231,590,201,590
153,575,195,575,195,593,153,593
320,593,363,590,364,608,321,610
295,595,320,595,320,611,295,611
265,598,295,598,295,613,265,613
148,606,173,606,173,623,148,623
123,608,146,608,146,625,123,625
333,612,364,609,366,626,335,629
321,613,335,613,335,630,321,630
243,620,268,620,268,636,243,636
200,623,218,623,218,638,200,638
218,623,243,623,243,636,218,636
175,625,198,625,198,640,175,640
150,626,173,626,173,643,150,643
125,630,148,630,148,645,125,645
244,639,287,635,289,652,245,655
215,641,238,641,238,656,215,656
186,643,216,643,216,658,186,658
126,648,170,648,170,665,126,665
340,660,360,660,360,675,340,675
361,661,370,661,370,675,361,675
320,661,340,661,340,676,320,676
171,673,196,673,196,688,171,688
148,675,171,675,171,691,148,691
128,678,146,678,146,691,128,691
341,678,361,678,361,695,341,695
321,680,341,680,341,696,321,696
243,688,256,688,256,701,243,701
160,693,183,693,183,708,160,708
128,696,158,694,159,709,130,712
345,698,363,698,363,715,345,715
366,700,371,700,371,711,366,711
330,700,343,700,343,716,330,716
229,707,273,705,274,721,230,724
195,710,230,710,230,726,195,726
160,713,185,713,185,730,160,730
145,715,158,715,158,730,145,730
130,716,145,716,145,731,130,731
346,726,366,726,366,743,346,743
366,728,375,728,375,741,366,741
331,728,346,728,346,743,331,743
231,735,256,735,256,751,231,751
256,736,271,736,271,750,256,750
196,740,231,740,231,755,196,755
161,741,185,741,185,758,161,758
148,746,160,746,160,758,148,758
133,748,146,748,146,760,133,760
350,746,368,746,368,763,350,763
370,748,375,748,375,760,370,760
328,748,346,748,346,765,328,765
233,755,271,755,271,771,233,771
215,758,231,758,231,773,215,773
198,760,216,760,216,775,198,775
163,761,186,761,186,778,163,778
133,765,148,765,148,780,133,780
148,766,160,766,160,780,148,780
350,766,370,766,370,783,350,783
370,768,376,768,376,780,370,780
341,770,346,770,346,781,341,781
235,775,273,775,273,791,235,791
197,779,233,777,234,793,198,795
163,781,188,781,188,798,163,798
151,785,163,785,163,798,151,798
353,785,370,785,370,803,353,803
133,786,148,786,148,800,133,800
373,788,378,788,378,800,373,800
336,788,350,788,350,803,336,803
235,795,280,795,280,811,235,811
199,799,234,796,235,812,200,815
165,801,190,801,190,816,165,816
150,805,165,805,165,818,150,818
135,806,148,806,148,820,135,820
353,806,373,806,373,825,353,825
375,808,381,808,381,820,375,820
333,808,351,808,351,825,333,825
236,815,276,815,276,831,236,831
201,818,236,818,236,833,201,833
166,821,190,821,190,838,166,838
136,825,150,825,150,840,136,840
153,826,165,826,165,840,153,840
355,826,375,826,375,843,355,843
376,828,383,828,383,841,376,841
341,830,353,830,353,845,341,845
238,835,278,835,278,851,238,851
203,838,238,838,238,855,203,855
165,843,191,840,193,857,167,860
153,845,165,845,165,860,153,860
136,845,151,845,151,860,136,860
363,868,386,868,386,885,363,885
178,881,223,878,224,897,180,900
140,885,171,885,171,903,140,903
335,890,368,890,368,908,335,908
378,891,388,891,388,905,378,905
293,895,327,892,329,909,295,912
348,923,363,923,363,935,348,935
307,925,346,922,347,937,308,940
265,928,290,928,290,943,265,943
223,930,240,930,240,948,223,948
238,930,253,930,253,946,238,946
198,935,223,935,223,950,198,950
156,936,176,936,176,953,156,953
176,936,193,936,193,951,176,951
