296,216,362,216,362,243,296,243
458,218,529,218,529,247,458,247
533,218,620,218,620,247,533,247
368,219,457,221,456,247,367,245
124,254,188,254,188,279,124,279
191,255,241,255,241,280,191,280
246,255,320,264,317,290,243,281
323,259,359,259,359,284,323,284
742,259,787,259,787,284,742,284
362,261,410,261,410,286,362,286
664,261,700,261,700,286,664,286
702,261,739,261,739,284,702,284
415,263,465,263,465,289,415,289
550,263,595,263,595,287,550,287
597,262,660,264,659,286,596,284
467,264,547,264,547,293,467,293
295,299,446,304,445,329,294,324
463,303,625,303,625,328,463,328
309,398,379,400,378,430,308,428
526,399,616,399,616,430,526,430
455,402,520,400,521,429,457,432
383,405,453,405,453,430,383,430
110,451,154,451,154,481,110,481
669,457,806,453,807,481,670,484
158,455,300,458,300,486,157,483
591,460,666,460,666,490,591,490
728,517,794,517,794,524,728,524
758,566,815,566,815,598,758,598
660,573,754,570,755,600,661,603
104,575,149,575,149,604,104,604
453,583,500,574,506,604,459,614
391,579,453,579,453,606,391,606
263,629,343,629,343,664,263,664
469,629,549,629,549,668,469,668
103,629,216,636,214,671,101,664
352,629,465,634,463,669,350,664
220,632,257,632,257,662,220,662
731,679,822,675,823,710,732,713
402,685,493,680,495,714,403,719
361,744,493,739,495,783,363,788
231,744,355,744,355,780,231,780
97,750,159,750,159,783,97,783
167,750,222,750,222,787,167,787
738,794,831,791,832,829,739,833
400,800,495,796,496,834,402,838
483,862,543,862,543,902,483,902
391,863,472,863,472,899,391,899
311,870,385,870,385,901,311,901
220,868,305,873,303,911,218,906
93,867,215,876,212,914,90,905
731,916,841,911,843,949,732,954
394,925,507,919,509,958,396,964
476,986,572,986,572,1030,476,1030
407,992,468,986,472,1032,411,1038
287,993,404,991,405,1027,288,1030
169,997,278,992,280,1028,171,1033
87,998,161,998,161,1036,87,1036
753,1040,850,1033,853,1073,756,1080
401,1054,502,1047,505,1090,404,1097
736,1115,858,1111,859,1156,738,1160
186,1133,255,1133,255,1174,186,1174
263,1130,354,1138,350,1180,260,1172
82,1137,184,1141,182,1184,80,1180
668,1217,725,1217,725,1256,668,1256
604,1221,666,1221,666,1261,604,1261
418,1226,525,1222,526,1259,419,1262
533,1224,600,1224,600,1261,533,1261
351,1233,417,1224,422,1264,357,1273
227,1233,302,1233,302,1269,227,1269
307,1243,351,1241,353,1265,309,1268
