394,395,450,393,451,411,394,413
292,398,389,395,389,413,293,416
430,422,466,422,466,437,430,437
400,424,428,424,428,437,400,437
306,425,333,425,333,441,306,441
334,425,366,425,366,440,334,440
370,425,397,425,397,440,370,440
272,426,305,426,305,441,272,441
174,453,198,453,198,466,174,466
418,478,482,478,482,502,418,502
369,480,416,480,416,505,369,505
265,482,313,482,313,508,265,508
317,484,366,484,366,506,317,506
520,506,553,506,553,522,520,522
466,508,517,508,517,524,466,524
422,510,448,510,448,530,422,530
385,513,418,513,418,528,385,528
324,514,358,514,358,532,324,532
284,517,305,517,305,533,284,533
217,517,259,520,258,536,216,533
184,520,214,520,214,534,184,534
465,534,489,534,489,552,465,552
433,536,462,536,462,552,433,552
404,537,429,537,429,552,404,552
369,538,402,538,402,554,369,554
346,540,365,540,365,554,346,554
178,544,302,540,303,558,178,562
304,541,342,541,342,556,304,556
535,558,567,556,568,571,536,573
513,558,534,558,534,574,513,574
426,560,457,560,457,577,426,577
404,561,428,561,428,578,404,578
312,564,342,564,342,578,312,578
508,588,532,588,532,605,508,605
434,590,467,588,469,606,436,608
470,590,504,590,504,604,470,604
374,592,429,591,429,606,374,608
346,593,366,593,366,608,346,608
174,598,302,593,303,612,174,616
302,594,338,594,338,610,302,610
541,612,574,612,574,630,541,630
517,613,540,613,540,630,517,630
427,616,460,613,462,632,428,634
405,616,430,616,430,633,405,633
309,620,343,618,344,632,310,634
474,645,516,645,516,664,474,664
520,645,545,645,545,662,520,662
374,645,429,649,427,668,373,665
429,647,472,649,471,667,428,665
302,649,354,649,354,668,302,668
354,649,372,649,372,666,354,666
168,654,299,649,300,668,169,673
530,672,580,672,580,692,530,692
415,674,463,672,464,693,416,695
309,677,342,677,342,690,309,690
160,715,205,719,203,740,158,736
204,717,228,717,228,737,204,737
294,721,302,721,302,733,294,733
552,736,586,736,586,754,552,754
528,737,556,737,556,756,528,756
161,741,204,743,203,764,160,762
206,743,250,745,249,764,205,762
518,765,553,765,553,782,518,782
553,765,586,765,586,781,553,781
258,766,289,766,289,782,258,782
162,768,201,768,201,785,162,785
202,768,257,768,257,785,202,785
362,768,402,768,402,785,362,785
517,792,548,792,548,806,517,806
550,792,584,792,584,806,550,806
196,796,218,796,218,812,196,812
244,796,288,796,288,810,244,810
166,797,193,797,193,812,166,812
220,797,241,797,241,812,220,812
455,824,555,822,556,837,456,839
560,822,578,822,578,836,560,836
246,827,403,824,404,840,246,842
408,824,453,827,452,844,406,841
189,826,212,826,212,844,189,844
213,828,244,828,244,842,213,842
408,848,440,848,440,862,408,862
360,849,404,849,404,865,360,865
326,850,357,850,357,864,326,864
465,864,513,864,513,876,465,876
433,865,462,865,462,878,433,878
344,866,375,868,374,881,343,878
377,866,408,866,408,880,377,880
412,868,430,868,430,877,412,877
232,868,258,868,258,881,232,881
260,868,295,866,296,879,261,881
321,868,341,868,341,880,321,880
300,870,318,870,318,880,300,880
